clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
" Well,  I take it since you selected this topic that you have children. ",3009-0,3009-1,,,"[['{D Well, } I take it since you selected this topic that you have children. /', 'qy^d']]",3009-0,1120,"{D Well, } I take it since you selected this topic that you have children. /",,[]
" Oh,  I know.  Um,   well,    I real,  I,   obviously youve  never had to look for a day care or anything. ",3009-0,3009-54,,,"[['{F Oh, } I know.  /', 'aa'], [""{F Um, } {D well, } [ [ I real-, + I, ] + obviously you've ] never had to look for a day care or anything. /"", 'qy^d']]",3009-53,1204,"{F Oh, } I know.  /{F Um, } {D well, } [ [ I real-, + I, ] + obviously you've ] never had to look for a day care or anything. /",,[]
"Yeah, I guess so, it may be interesting, because probably here in Texas, we may eat a little differently than you do up there . ",3046-0,3046-25,,,"[['Yeah,  /', 'b'], ['I guess so,  /', '^h'], ['it may be interesting, because probably here in Texas, we may eat a little differently than you do up there <laughter>. /', 'qy^d']]",3046-24,1043,"Yeah,  /I guess so,  /it may be interesting, because probably here in Texas, we may eat a little differently than you do up there <laughter>. /",,[]
"I dont know if you do or not,  but   we,  we  dont a whole lot, were more, once in a while, but mostly family,",3046-0,3046-142,,,"[[""I don't know if you do or not,  /"", 'qy^d'], [""{C but } [ we, + we ] don't a whole lot,  /"", 'sd'], [""we're more,  once in a while, but mostly family,"", 'sd']]",3046-141,1098,"I don't know if you do or not,  /{C but } [ we, + we ] don't a whole lot,  /we're more,  once in a while, but mostly family,",,[]
" uh,  keeps you busy. ",3104-0,3104-40,,,"[['{F uh, } keeps you busy. /', 'qy^d']]",3104-39,1149,"{F uh, } keeps you busy. /",,[]
Not eight ounces. That would be a lot. ,3167-0,3167-20,,,"[['Not eight ounces.  /', 'qy^d'], ['That would be a lot. /', 'sv']]",3167-19,1415,Not eight ounces.  /That would be a lot. /,,[]
  because  thats great. That must be the ones that look like theyre packaged for a restaurant. ,3167-0,3167-56,,,"[[""-- {C because } that's great.  /"", 'ba'], [""That must be the ones that look like  they're packaged for a restaurant. /"", 'qy^d']]",3167-55,1415,-- {C because } that's great.  /That must be the ones that look like  they're packaged for a restaurant. /,,[]
 And then  you can re freeze. ,3167-0,3167-70,,,"[['{C And then } you can re freeze. /', 'qy^d']]",3167-69,1415,{C And then } you can re freeze. /,,[]
" Well,  I dont know about you,  but  I was really enjoying the cool snap last couple of weeks,  and  Im ready for it to come back. ",3185-0,3185-4,,,"[[""{D Well, } I don't know about you,  /"", 'qy^d'], ['{C but } I was really enjoying the cool snap last couple of weeks,  /', 'sd'], [""{C and } I'm ready for it to come back. /"", 'sd']]",3185-3,1253,"{D Well, } I don't know about you,  /{C but } I was really enjoying the cool snap last couple of weeks,  /{C and } I'm ready for it to come back. /",,[]
"Yeah, keep it there . ",3185-0,3185-72,,,"[['Yeah,  /', 'b'], ['keep it there <laughter>. /', 'qy^d']]",3185-71,1253,"Yeah,  /keep it there <laughter>. /",,[]
"Uhhuh,  oh,   so  they probably went through the, ",3363-0,3363-93,,,"[['Uh-huh,  /', 'b'], ['{F oh, } {C so } they probably went through the, -/', 'qy^d']]",3363-92,1414,"Uh-huh,  /{F oh, } {C so } they probably went through the, -/",,[]
And found it right away. ,3363-0,3363-101,,,"[['And found it right away. /', 'qy^d']]",3363-100,1414,And found it right away. /,,[]
"Okay,  and then   they recy,  they separate  it. ",3414-0,3414-18,,,"[['Okay,  /', 'b'], ['{C and then } [ they recy-, + they separate ] it. /', 'qy^d']]",3414-17,1095,"Okay,  /{C and then } [ they recy-, + they separate ] it. /",,[]
"You saw Indiana Jones, the guy came after him with that big knife. ",3518-0,3518-40,,,"[['You saw Indiana Jones,  /', 'qy^d'], ['the guy came after him with that big knife. /', 'sd']]",3518-39,1425,"You saw Indiana Jones,  /the guy came after him with that big knife. /",,[]
You have teenagers or something. ,3570-0,3570-48,,,"[['You have teenagers or something. /', 'qy^d']]",3570-47,1345,You have teenagers or something. /,,[]
"Its very impressive, Im sure. ",3570-0,3570-53,,,"[[""It's very impressive, I'm sure. /"", 'qy^d']]",3570-52,1415,"It's very impressive, I'm sure. /",,[]
I bet youre McDonalds fan. ,3703-0,3703-5,,,"[[""I bet you're McDonald's fan. /"", 'qy^d']]",3703-4,1423,I bet you're McDonald's fan. /,,[]
"Yeah,  I dont,  I dont,   uh,    that,  thats that  Sears Discovery Card, is that what that? ",3855-0,3855-60,,,"[['Yeah,  /', 'b'], [""[ I don't, + I don't, ] {F uh, } - /"", '%'], [""[ that, + that's that ] Sears Discovery Card,  /"", 'qy^d'], ['is that what that? /', 'qy']]",3855-59,1461,"Yeah,  /[ I don't, + I don't, ] {F uh, } - /[ that, + that's that ] Sears Discovery Card,  /is that what that? /",,[]
"What do you do? I wonder how you,   you just,  they buy them from you,   or  you just given them to them on consignment or something? ",3965-0,3965-49,,,"[['What do you do?  /', 'qo'], ['I wonder how you, - /', 'qw^d'], ['[ you just, + they buy them from you, ]  /', 'qy^d'], ['{C or } you just given them to them on consignment or something? /', 'qrr']]",3965-48,1514,"What do you do?  /I wonder how you, - /[ you just, + they buy them from you, ]  /{C or } you just given them to them on consignment or something? /",,[]
"I dont know if you feel the same  but,   uh,  when it comes to telling kids that they have to do,  uh,  two or three years of service into some kind of community, I dont know if thats appropriate for a government to suggest that and say,  you know,  you have to do two years of community service before you can be a citizen or,  you know,  in the aspect that were telling kids that this is what is suggested for you to do. ",4735-0,4735-0,,,"[[""I don't know if you feel the same  /"", 'qy^d'], [""{C but, } {F uh, } when it comes to telling kids that they have to do, {F uh, } two or three years of service into some kind of community, I don't know if that's appropriate for a government to suggest that and say, {D you know, } you have to do two years of community service before you can be a citizen  /"", 'sv'], [""or, {D you know, } in the aspect that we're telling kids that this is what is suggested for you to do. /"", 'sv']]",,1661,"I don't know if you feel the same  /{C but, } {F uh, } when it comes to telling kids that they have to do, {F uh, } two or three years of service into some kind of community, I don't know if that's appropriate for a government to suggest that and say, {D you know, } you have to do two years of community service before you can be a citizen  /or, {D you know, } in the aspect that we're telling kids that this is what is suggested for you to do. /",,[]
"Yeah, long way down the road, right. ",2175-0,2175-17,,,"[['Yeah,  /', 'b'], ['long way down the road, right. /', 'qy^d']]",2175-16,1120,"Yeah,  /long way down the road, right. /",,[]
" Oh,  I see.  But  now that theyve all sort of moved off, ",2175-0,2175-55,,,"[['{F Oh, } I see.  /', 'bk'], [""{C But } now that they've all sort of moved off, -/"", 'qy^d']]",2175-54,1120,"{F Oh, } I see.  /{C But } now that they've all sort of moved off, -/",,[]
Hurling. ,2175-0,2175-63,,,"[['Hurling. /', 'qy^d']]",2175-62,1120,Hurling. /,,[]
Theres no official document signed or anything? ,2426-0,2426-15,,,"[[""There's no official document signed or anything? /"", 'qy^d']]",2426-14,1140,There's no official document signed or anything? /,,[]
"Do you,  um,   I know one thing thats pretty popular with the girls up here at college, and I make them also, is the padded covered photo albums? ",2524-0,2524-52,,,"[['Do you, {F um, } - /', 'qy'], [""I know one thing that's pretty popular with the girls up here at college, and I make them also, is the padded covered photo albums? /"", 'qy^d']]",2524-51,1107,"Do you, {F um, } - /I know one thing that's pretty popular with the girls up here at college, and I make them also, is the padded covered photo albums? /",,[]
" And then  its done, completely done. ",2562-0,2562-53,,,"[[""{C And then } it's done, completely done. /"", 'qy^d']]",2562-52,1225,"{C And then } it's done, completely done. /",,[]
" So  you would have a little more trouble when you were looking for a dining area than what  most   most  people would.  Now  we wouldnt have that problem,  because were not vegetarians. ",2693-0,2693-134,,,"[['{C So } you would have a little more trouble when you were looking for a dining area than what [ most -- +', 'qy^d'], ['-- most ] people would. /', '+'], [""{D Now } we wouldn't have that problem, <laughter>  because we're not vegetarians. /"", 'sd']]",2693-133,1179,"{C So } you would have a little more trouble when you were looking for a dining area than what [ most -- +-- most ] people would. /{D Now } we wouldn't have that problem, <laughter>  because we're not vegetarians. /",,[]
As opposed to  like  a cafeteria ,2693-0,2693-151,,,"[['As opposed to {D like } a cafeteria --', 'qy^d']]",2693-150,1043,As opposed to {D like } a cafeteria --,,[]
Chinese? ,2693-0,2693-228,,,"[['Chinese? /', 'qy^d']]",2693-227,1179,Chinese? /,,[]
What is that? INVISIBLE MAN? ,2967-0,2967-128,,,"[['What is that?  /', 'br'], ['INVISIBLE MAN? /', 'qy^d']]",2967-127,1072,What is that?  /INVISIBLE MAN? /,,[]
INVISIBLE MAN by Ralph Ellison. ,2967-0,2967-129,,,"[['INVISIBLE MAN by Ralph Ellison. /', 'qy^d']]",2967-128,1258,INVISIBLE MAN by Ralph Ellison. /,,[]
"Nothing that you felt that,  you know,   any experiences youve had at work? ",3016-0,3016-106,,,"[['Nothing that you felt that, {D you know, } - /', 'qy^d'], [""any experiences you've had at work? /"", 'qy^d']]",3016-105,1120,"Nothing that you felt that, {D you know, } - /any experiences you've had at work? /",,[]
Yeah.  So  you lived there at school then? You lived there at school. ,3102-0,3102-34,,,"[['Yeah. /', 'b'], ['{C So } you lived there at school then? /', 'qy'], ['You lived there at school. /', 'qy^d']]",3102-33,1120,Yeah. /{C So } you lived there at school then? /You lived there at school. /,,[]
"  and,  wonder if the insurance companies are fighting the national health,  or  wonder if theyre wanting it. ",3226-0,3226-74,,,"[['-- {C and, } wonder if the insurance companies are fighting the national health,  /', 'qy^d'], [""{C or } wonder if they're wanting it. /"", 'qy^d']]",3226-73,1362,"-- {C and, } wonder if the insurance companies are fighting the national health,  /{C or } wonder if they're wanting it. /",,[]
"Whats the season? April to  Sep,  October  or something like that? ",3352-0,3352-44,,,"[[""What's the season?  /"", 'qw'], ['April to [ Sep-, + October  ] or something like  that? /', 'qy^d']]",3352-43,1402,"What's the season?  /April to [ Sep-, + October  ] or something like  that? /",,[]
"Exactly. Yeah, thats true,  you know.   And   I,  I  think of,  uh,   Im sure you probably have heard of the Genesis program thats going on currently out in the Arizona desert. ",4822-0,4822-28,,,"[['Exactly.  /', 'aa'], ['Yeah,  /', 'b'], [""that's true, {D you know. }  /"", 'ba'], ['{C And } [ I, + I  ] think of, {F uh, } - /', '%'], [""I'm sure you probably have heard of the Genesis program that's going on currently out in the Arizona desert. /"", 'qy^d']]",4822-27,1611,"Exactly.  /Yeah,  /that's true, {D you know. }  /{C And } [ I, + I  ] think of, {F uh, } - /I'm sure you probably have heard of the Genesis program that's going on currently out in the Arizona desert. /",,[]
The war? ,2355-0,2355-1,,,"[['The war? /', 'qy^d']]",2355-0,1074,The war? /,,[]
"You mean in terms of the economy  or,  ",2355-0,2355-3,,,"[['You mean in terms of the economy  /', 'qy^d'], ['{C or, } -/', '%']]",2355-2,1074,"You mean in terms of the economy  /{C or, } -/",,[]
"I dont know whether you did yours. Not to really pull on those.   I, ",2692-0,2692-152,,,"[[""I don't know whether you did yours.  /"", 'qy^d'], ['Not to really pull on those. - /', '%'], ['[ I, +', 'sd']]",2692-151,1142,"I don't know whether you did yours.  /Not to really pull on those. - /[ I, +",,[]
"All right, I had to register us in there. Hopefully youre a basketball fan. ",2898-0,2898-1,,,"[['All right,  /', 'o'], ['I had to register us in there.  /', 'sd^t'], [""Hopefully you're a basketball fan. /"", 'qy^d']]",2898-0,1238,"All right,  /I had to register us in there.  /Hopefully you're a basketball fan. /",,[]
French reunion? ,2954-0,2954-52,,,"[['French reunion? /', 'qy^d']]",2954-51,1235,French reunion? /,,[]
"I see,  so  its,   so  he really does use it as a vacation home. It is not  like  a farm that he has somebody else run for him or something like that. ",2954-0,2954-77,,,"[['I see,  /', 'bk'], [""{C so } it's, - /"", '%'], ['{C so } he really does use it as a vacation home.  /', 'qy^d'], ['It is not {D like } a farm that he has somebody else run for him or something like that. /', 'sv']]",2954-76,1258,"I see,  /{C so } it's, - /{C so } he really does use it as a vacation home.  /It is not {D like } a farm that he has somebody else run for him or something like that. /",,[]
Never saw the bass? ,2954-0,2954-120,,,"[['Never saw the bass? /', 'qy^d']]",2954-119,1235,Never saw the bass? /,,[]
 And  it is ,2954-0,2954-167,,,"[['{C And } it is --', 'qy^d']]",2954-166,1258,{C And } it is --,,[]
" Oh,  BLAZING SADDLES. ",3231-0,3231-126,,,"[['{F Oh, } BLAZING SADDLES. /', 'qy^d']]",3231-125,1415,"{F Oh, } BLAZING SADDLES. /",,[]
 you probably have smaller children ,3250-0,3250-12,,,"[['-- you probably have smaller children --', 'qy^d']]",3250-11,1307,-- you probably have smaller children --,,[]
 to hear about all the problems. I wondered if you were taking any special precautions in your neighborhood? ,3774-0,3774-4,,,"[['-- to hear about all the problems.  /', '+'], ['I wondered if you were taking any special precautions in your neighborhood? /', 'qy^d']]",3774-3,1004,-- to hear about all the problems.  /I wondered if you were taking any special precautions in your neighborhood? /,,[]
"On just particular things   or,  ",2557-0,2557-33,,,"[['On just particular things - /', 'qy^d'], ['{C or, } -/', '%']]",2557-32,1043,"On just particular things - /{C or, } -/",,[]
Leaving it up to the judge? ,2924-0,2924-9,,,"[['Leaving it up to the judge? /', 'qy^d']]",2924-8,1028,Leaving it up to the judge? /,,[]
" Well  youve seen like these T V movies, ",2924-0,2924-57,,,"[[""{D Well } you've seen like these T V movies, /"", 'qy^d']]",2924-56,1028,"{D Well } you've seen like these T V movies, /",,[]
about that woman. ,2924-0,2924-69,,,"[['about that woman. /', 'qy^d']]",2924-68,1028,about that woman. /,,[]
HE MAN? ,2960-0,2960-98,,,"[['HE MAN? /', 'qy^d']]",2960-97,1253,HE MAN? /,,[]
"The,  uh,  series? We have got a lot of those. ",2960-0,2960-136,,,"[['The, {F uh, } series?  /', 'qy^d'], ['We have got a lot of those. /', 'sd']]",2960-135,1253,"The, {F uh, } series?  /We have got a lot of those. /",,[]
THE NEXT GENERATION? ,2960-0,2960-140,,,"[['THE NEXT GENERATION? /', 'qy^d']]",2960-139,1253,THE NEXT GENERATION? /,,[]
Kirk Douglas? ,2960-0,2960-154,,,"[['Kirk Douglas? /', 'qy^d']]",2960-153,1253,Kirk Douglas? /,,[]
Like HIGHWAY TO HEAVEN? ,2960-0,2960-162,,,"[['Like HIGHWAY TO HEAVEN? /', 'qy^d']]",2960-161,1253,Like HIGHWAY TO HEAVEN? /,,[]
"It is on channel,   well,  let us see. You are in Plano? ",2960-0,2960-196,,,"[['It is on channel, - /', 'sd'], ['{D well, } let us see.  /', '^h'], ['You are in Plano? /', 'qy^d']]",2960-195,1253,"It is on channel, - /{D well, } let us see.  /You are in Plano? /",,[]
It is in the morning? ,2960-0,2960-201,,,"[['It is in the morning? /', 'qy^d']]",2960-200,1236,It is in the morning? /,,[]
" So  its  a, ",2960-0,2960-222,,,"[[""{C So } it's [ a, +"", 'qy^d']]",2960-221,1253,"{C So } it's [ a, +",,[]
"Uhhuh.  Oh.   Well,  I was wondering if you got your dog originally as a pet for them or just because youd had dogs before  or,  ",3061-0,3061-51,,,"[['Uh-huh.  /', 'b'], [""{F Oh. }  {D Well, } I was wondering if you got your dog originally as a pet for them or just because you'd had dogs before  /"", 'qy^d'], ['{C or, } -/', '%']]",3061-50,1043,"Uh-huh.  /{F Oh. }  {D Well, } I was wondering if you got your dog originally as a pet for them or just because you'd had dogs before  /{C or, } -/",,[]
I take it she was an accountant. ,3077-0,3077-59,,,"[['I take it she was an accountant. /', 'qy^d']]",3077-58,1292,I take it she was an accountant. /,,[]
"  and then,   um,  I,  it sort of calmed down. I havent heard much lately,  but  if you have talked about that in your classes,  you know,  in the last few years, Im sure that you have heard, ",3077-0,3077-124,,,"[['-- {C and then, } {F um, } I, - /', '%'], ['it sort of calmed down.  /', 'sv'], [""I haven't heard much lately,  /"", 'sd'], [""{C but } if you have talked about that in your classes, {D you know, } in the last few years, I'm sure that you have heard, /"", 'qy^d']]",3077-123,1120,"-- {C and then, } {F um, } I, - /it sort of calmed down.  /I haven't heard much lately,  /{C but } if you have talked about that in your classes, {D you know, } in the last few years, I'm sure that you have heard, /",,[]
"Uhhuh. Not even  a dressy slack,  a dressy   suit,  slack suit  even ",3290-0,3290-86,,,"[['Uh-huh.  /', 'b'], ['Not even [ a dressy slack, + a dressy ] [ suit, + slack suit ] even --', 'qy^d']]",3290-85,1417,"Uh-huh.  /Not even [ a dressy slack, + a dressy ] [ suit, + slack suit ] even --",,[]
Keep the weather radio close by and stuff like that? ,2457-0,2457-89,,,"[['Keep the weather radio close by and stuff like that? /', 'qy^d']]",2457-88,1148,Keep the weather radio close by and stuff like that? /,,[]
" Oh,  wo,  I wonder if hed ever do that. ",2621-0,2621-19,,,"[['{F Oh, } wo-, - /', 'ba'], [""I wonder if he'd ever do that. /"", 'qy^d']]",2621-18,1133,"{F Oh, } wo-, - /I wonder if he'd ever do that. /",,[]
"They have such a super team for years, that won what, four Super Bowls? ",2621-0,2621-50,,,"[['They have such a super team for years, that won what, four Super Bowls? /', 'qy^d']]",2621-49,1120,"They have such a super team for years, that won what, four Super Bowls? /",,[]
"You know what Im saying?  Like,  ",2754-0,2754-16,,,"[[""You know what I'm saying?  /"", 'qy^d'], ['{D Like, } -/', '%']]",2754-15,1174,"You know what I'm saying?  /{D Like, } -/",,[]
 Huh.   And  that way just create more jobs very faint or whatever? ,2794-0,2794-23,,,"[['{F Huh. }  /', '%'], ['{C And } that way just create more jobs <<very faint>> or whatever? /', 'qy^d']]",2794-22,1209,{F Huh. }  /{C And } that way just create more jobs <<very faint>> or whatever? /,,[]
With everything ,2968-0,2968-102,,,"[['With everything --', 'qy^d']]",2968-101,1104,With everything --,,[]
 And  its probably typical of your neighborhood. ,3203-0,3203-8,,,"[[""{C And } it's probably typical of your neighborhood. /"", 'qy^d']]",3203-7,1415,{C And } it's probably typical of your neighborhood. /,,[]
"Yes, youre in  the,  the  styles that they have started building in the last couple years with the real high ceilings, ",3203-0,3203-13,,,"[['Yes,  /', 'b'], [""you're in [ the, + the ] styles that they have started building in the last couple years with the real high ceilings, /"", 'qy^d']]",3203-12,1324,"Yes,  /you're in [ the, + the ] styles that they have started building in the last couple years with the real high ceilings, /",,[]
" And  I would imagine that you have found that the homes  down here  are,  uh,  a much better value down here,",3203-0,3203-51,,,"[['{C And } I would imagine that you have found that the homes  (( down here ))  are, {F uh, } a much better value down here,', 'qy^d']]",3203-50,1324,"{C And } I would imagine that you have found that the homes  (( down here ))  are, {F uh, } a much better value down here,",,[]
" Oh,  I bet it was. Around Gatlinburg, or ",3293-0,3293-16,,,"[['{F Oh, } I bet it was.  /', 'ba'], ['Around Gatlinburg, or --', 'qy^d']]",3293-15,1415,"{F Oh, } I bet it was.  /Around Gatlinburg, or --",,[]
You said that you have been to England several times? ,3711-0,3711-66,,,"[['You said that you have been to England several times? /', 'qy^d']]",3711-65,1437,You said that you have been to England several times? /,,[]
"I wonder, have you ever been to  a,   uh,  a  small town,  uh,    well  it is actually about thirty minutes from Salisbury. It is called,  uh,  Bemerton? ",3711-0,3711-68,,,"[['I wonder, have you ever been to [ a, + {F uh, } a ] small town, {F uh, } - /', 'qy^d'], ['{D well } it is actually about thirty minutes from Salisbury.  /', 'sd'], ['It is called, {F uh, } Bemerton? /', 'sd']]",3711-67,1437,"I wonder, have you ever been to [ a, + {F uh, } a ] small town, {F uh, } - /{D well } it is actually about thirty minutes from Salisbury.  /It is called, {F uh, } Bemerton? /",,[]
Even the farmers. ,3764-0,3764-31,,,"[['Even the farmers. /', 'qy^d']]",3764-30,1436,Even the farmers. /,,[]
"What about season to season. Does,  I guess your dress changes. ",3764-0,3764-68,,,"[['What about season to season.  /', 'qo'], ['Does, - /', '%'], ['I guess your dress changes. /', 'qy^d']]",3764-67,1446,"What about season to season.  /Does, - /I guess your dress changes. /",,[]
They didnt go off. ,3852-0,3852-20,,,"[[""They didn't go off. /"", 'qy^d']]",3852-19,1436,They didn't go off. /,,[]
  Thomas?  ,4770-0,4770-1,,,"[['# <Breathing> Thomas? # /', 'qy^d']]",4770-0,1352,# <Breathing> Thomas? # /,,[]
"Are you d,  you didnt work at T I? ",2190-0,2190-16,,,"[['Are you d-, - /', 'qy'], [""you didn't work at T I? /"", 'qy^d']]",2190-15,1039,"Are you d-, - /you didn't work at T I? /",,[]
"For the dorm,  and  who decides what you do with it? ",2432-0,2432-27,,,"[['For the dorm,  /', 'qy^d'], ['{C and } who decides what you do with it? /', 'qw']]",2432-26,1120,"For the dorm,  /{C and } who decides what you do with it? /",,[]
" So,   youre not pick,  youre not  having it picked up ",2432-0,2432-63,,,"[[""{C So, } [ you're not pick-, + you're not ] having it picked up --"", 'qy^d']]",2432-62,1120,"{C So, } [ you're not pick-, + you're not ] having it picked up --",,[]
 But  they dont give you for the other. ,2432-0,2432-85,,,"[[""{C But } they don't give you for the other. /"", 'qy^d']]",2432-84,1120,{C But } they don't give you for the other. /,,[]
That would mean they all would have to decide ,2675-0,2675-29,,,"[['That would mean they all would have to decide --', 'qy^d']]",2675-28,1052,That would mean they all would have to decide --,,[]
They still found him guilty? ,2675-0,2675-59,,,"[['They still found him guilty? /', 'qy^d']]",2675-58,1052,They still found him guilty? /,,[]
When people said he was at work? ,2675-0,2675-61,,,"[['When people said he was at work? /', 'qy^d']]",2675-60,1052,When people said he was at work? /,,[]
Make a recommendation? ,2675-0,2675-111,,,"[['Make a recommendation? /', 'qy^d']]",2675-110,1052,Make a recommendation? /,,[]
 looking at  those things? ,2679-0,2679-154,,,"[['# looking at # those things? /', 'qy^d']]",2679-153,1112,# looking at # those things? /,,[]
" Oh,  really, because of the heavy ice. ",2884-0,2884-134,,,"[['{F Oh, } really, because of the heavy ice. /', 'qy^d']]",2884-133,1028,"{F Oh, } really, because of the heavy ice. /",,[]
" To,  to  compensate ",3647-0,3647-50,,,"[['[ To, + to ] compensate --', 'qy^d']]",3647-49,1437,"[ To, + to ] compensate --",,[]
" Well,   that,  thats  an excellent,   so   actually  that is a benefit,  uh,  ",3647-0,3647-58,,,"[[""{D Well, } [ that, + that's ] an excellent, - /"", 'ba'], ['{C so }  {D actually } that is a benefit, {F uh, } /', 'qy^d']]",3647-57,1437,"{D Well, } [ that, + that's ] an excellent, - /{C so }  {D actually } that is a benefit, {F uh, } /",,[]
" Well,   you know,  the little boy, the little one was trying to decide if there was a Santa Claus. ",3665-0,3665-33,,,"[['{D Well, } {D you know, } the little boy, the little  one was trying to decide if there was a Santa Claus. /', 'qy^d']]",3665-32,1423,"{D Well, } {D you know, } the little boy, the little  one was trying to decide if there was a Santa Claus. /",,[]
" Oh,   and so  you get to come home and watch them . ",3665-0,3665-76,,,"[['{F Oh, } {C and so } you get to come home and  watch them <laughter>. /', 'qy^d']]",3665-75,1409,"{F Oh, } {C and so } you get to come home and  watch them <laughter>. /",,[]
"Say you did,  uh,  starters and bendix springs such as that on an old one. ",3686-0,3686-0,,,"[['Say you did, {F uh, } starters and bendix springs  such as that on an old one. /', 'qy^d']]",,1258,"Say you did, {F uh, } starters and bendix springs  such as that on an old one. /",,[]
She had to label everything. ,3686-0,3686-4,,,"[['She had to label everything. /', 'qy^d']]",3686-3,1258,She had to label everything. /,,[]
"It was a late model, is that Chrysler van? ",3686-0,3686-44,,,"[['It was a late model,  /', 'qy^d'], ['is that Chrysler van? /', 'qy']]",3686-43,1258,"It was a late model,  /is that Chrysler van? /",,[]
Rides rough? ,3686-0,3686-50,,,"[['Rides rough? /', 'qy^d']]",3686-49,1258,Rides rough? /,,[]
"You driven American cars all, ",3686-0,3686-59,,,"[['You driven American cars all, -/', 'qy^d']]",3686-58,1477,"You driven American cars all, -/",,[]
" Uh,  there, I know,  you know,  John Wylie Price, I dont know if you kept up,  but  hes been protesting, ",2205-0,2205-57,,,"[['{F Uh, } there, I know, {D you know, }  John Wylie Price,  /', 'sd'], [""I don't know if you kept up,  /"", 'qy^d'], [""{C but } he's been protesting, /"", 'sd']]",2205-56,1148,"{F Uh, } there, I know, {D you know, }  John Wylie Price,  /I don't know if you kept up,  /{C but } he's been protesting, /",,[]
 So  you have to do the random drug testing. ,2437-0,2437-5,,,"[['{C So } you have to do the random drug testing. /', 'qy^d']]",2437-4,1104,{C So } you have to do the random drug testing. /,,[]
" Oh,  you know a lot about that. ",2437-0,2437-48,,,"[['{F Oh, } you know a lot about that. /', 'qy^d']]",2437-47,1022,"{F Oh, } you know a lot about that. /",,[]
" Uh,  six thirtyfive? ",2821-0,2821-38,,,"[['{F Uh, } six thirty-five? /', 'qy^d']]",2821-37,1253,"{F Uh, } six thirty-five? /",,[]
"yeah, off of Arapaho down there? ",2821-0,2821-84,,,"[['yeah,  /', 'b'], ['off of Arapaho down there? /', 'qy^d']]",2821-83,1253,"yeah,  /off of Arapaho down there? /",,[]
In terms of what theyre talking about. ,2854-0,2854-12,,,"[[""In terms of what they're talking about. /"", 'qy^d']]",2854-11,1130,In terms of what they're talking about. /,,[]
"    So   do you think that,   I mean,  do you think that  that was in a way though,  good ob,  good objectivity  that, that doesnt really,  thats not a correct English   but    ,  you know   ",2854-0,2854-82,,,"[[""# <laughter> # {C So } [ do you think that, +  {E I mean, } do you think that ] that was in a way though, [ good ob-, + good objectivity ]  that, that doesn't really, - /"", 'qy'], [""that's not a correct English #  /"", 'sd'], ['{C but }  ((   )) , {D you know } # --', 'qy^d']]",2854-81,1130,"# <laughter> # {C So } [ do you think that, +  {E I mean, } do you think that ] that was in a way though, [ good ob-, + good objectivity ]  that, that doesn't really, - /that's not a correct English #  /{C but }  ((   )) , {D you know } # --",,[]
" in a sense, you see what Im saying though. From a mothers standpoint,  I mean  in a way,  i,  it  was quote and unquote good  ob,  objectivity.  ",2854-0,2854-84,,,"[[""-- in a sense, you see what I'm saying though.  /"", '+'], [""From a mother's standpoint, {E I mean } in a way, [ i-, + it ]  was quote and unquote good [ ob-, + objectivity. ] /"", 'qy^d']]",2854-83,1130,"-- in a sense, you see what I'm saying though.  /From a mother's standpoint, {E I mean } in a way, [ i-, + it ]  was quote and unquote good [ ob-, + objectivity. ] /",,[]
" there were enlightening things that broke some of my stereotypical thoughts. Im digressing here  but,   uh,  I was just real curious when you said Middle East,  if you  ",2854-0,2854-182,,,"[['-- there were enlightening things that broke  some of my stereotypical thoughts.  /', '+'], [""I'm digressing here  /"", 'sd'], ['{C but, } {F uh, }  I was just real curious when you said Middle East, # if you # --', 'qy^d']]",2854-181,1130,"-- there were enlightening things that broke  some of my stereotypical thoughts.  /I'm digressing here  /{C but, } {F uh, }  I was just real curious when you said Middle East, # if you # --",,[]
"No, no.  And  I didnt mean Israel.  So    you,  you  assumed right .  ",2854-0,2854-185,,,"[['No,  /', 'nn'], ['no.  /', 'nn^r'], [""{C And } I didn't mean Israel.  /"", 'sd'], ['{C So } #  [ you, + you ] assumed right <laughter>. # /', 'qy^d']]",2854-184,1260,"No,  /no.  /{C And } I didn't mean Israel.  /{C So } #  [ you, + you ] assumed right <laughter>. # /",,[]
"Okay.  So  he was too old,  and  you were too young, right? ",2959-0,2959-6,,,"[['Okay.  /', 'bk'], ['{C So } he was too old,  /', 'qy^d'], ['{C and } you were too young, right? /', 'qy^g']]",2959-5,1258,"Okay.  /{C So } he was too old,  /{C and } you were too young, right? /",,[]
" He was,   uh,  he was  a Vietnam war veteran. ",2959-0,2959-32,,,"[['[ He was, + {F uh, } he was ] a Vietnam war veteran. /', 'qy^d']]",2959-31,1258,"[ He was, + {F uh, } he was ] a Vietnam war veteran. /",,[]
Cambodia? ,2959-0,2959-104,,,"[['Cambodia? /', 'qy^d']]",2959-103,1258,Cambodia? /,,[]
 And  it divides the words by itself? ,2991-0,2991-44,,,"[['{C And } it divides the words by itself? /', 'qy^d']]",2991-43,1013,{C And } it divides the words by itself? /,,[]
"Have you worked mostly on I B M, ",2991-0,2991-76,,,"[['Have you worked mostly on I B M, /', 'qy^d']]",2991-75,1013,"Have you worked mostly on I B M, /",,[]
Didnt get that far. ,3001-0,3001-13,,,"[[""Didn't get that far. /"", 'qy^d']]",3001-12,1120,Didn't get that far. /,,[]
