id,timestamp,text,speaker,reply_to,conversation_id,meta.tag,vectors,clean_text
2955-90,,In terms of the personal. -/,1174,2955-89,2955-0,"[['In terms of the personal. -/', 'qy^d']]",[],In terms of the personal. 
3121-82,,"{D Well, } apparently there must be work available, for those --",1318,3121-81,3121-0,"[['{D Well, } apparently there must be work available, for those --', 'qy^d']]",[]," Well,  apparently there must be work available, for those "
3267-9,,"{D Well, } [ that's, + that is ] one of the handicaps with both T V [ and, +  and ] radio.  /If you're not available on the hour or half hour, then you lose out on an awful lot.  /{D Well, } what is your newspaper?  /That is the WASHINGTON POST -- /",1130,3267-8,3267-0,"[[""{D Well, } [ that's, + that is ] one of the handicaps with both T V [ and, +  and ] radio.  /"", 'sv'], [""If you're not available on the hour or half hour, then you lose out on an awful lot.  /"", 'sv'], ['{D Well, } what is your newspaper?  /', 'qw'], ['That is the WASHINGTON POST -- /', 'qy^d']]",[]," Well,   thats,  that is  one of the handicaps with both T V  and,  and  radio. If youre not available on the hour or half hour, then you lose out on an awful lot.  Well,  what is your newspaper? That is the WASHINGTON POST  "
3361-3,,"{F Uh, } I'll tell you,  /[ I, + I ]  watched what went on, {F um, } with the TWENTY TWENTY show, {A I don't know if you saw that a few days ago <child_talking> } [ that, + that ] talked about nursing homes,  /{C and } {D actually } they specifically talked about some in the area where I am, here in Texas,  /{C and } -- -/",1402,3361-2,3361-0,"[[""{F Uh, } I'll tell you,  /"", '^h'], [""[ I, + I ]  watched what went on, {F um, } with the TWENTY TWENTY show, {A I don't know if you saw that a few days ago <child_talking> } [ that, + that ] talked about nursing homes,  /"", 'qy^d'], ['{C and } {D actually } they specifically talked about some in the area where I am, here in Texas,  /', 'sd'], ['{C and } -- -/', '%']]",[]," Uh,  Ill tell you,  I,  I  watched what went on,  um,  with the TWENTY TWENTY show,  I dont know if you saw that a few days ago    that,  that  talked about nursing homes,  and   actually  they specifically talked about some in the area where I am, here in Texas,  and   "
3448-77,,"{F Oh, } okay,  /so you wouldn't know him. /",1446,3448-76,3448-0,"[['{F Oh, } okay,  /', 'bk'], [""so you wouldn't know him. /"", 'qy^d']]",[]," Oh,  okay, so you wouldnt know him. "
3448-124,,Brigham Young. /,1389,3448-123,3448-0,"[['Brigham Young. /', 'qy^d']]",[],Brigham Young. 
3624-41,,You have one that often. /,1349,3624-40,3624-0,"[['You have one that often. /', 'qy^d']]",[],You have one that often. 
3624-55,,"Where do you get all this music,  /{E I mean, } [ you, + you ] must back up and play some of the music twice. /",1349,3624-54,3624-0,"[['Where do you get all this music,  /', 'qw'], ['{E I mean, } [ you, + you ] must back up and play some of the music twice. /', 'qy^d']]",[],"Where do you get all this music,  I mean,   you,  you  must back up and play some of the music twice. "
3624-59,,"{F Oh, } okay.  /So [ your, + you ] don't play pretty well a full concert band music most of the time then. /",1349,3624-58,3624-0,"[['{F Oh, } okay.  /', 'bk'], [""So [ your, + you ] don't play pretty well a full concert band music most of the time then. /"", 'qy^d']]",[]," Oh,  okay. So  your,  you  dont play pretty well a full concert band music most of the time then. "
3624-125,,"Uh-huh.  /{C And } you do have to buy your music.  /[ Who, + who ] sponsors you basically, the city? /",1349,3624-124,3624-0,"[['Uh-huh.  /', 'b'], ['{C And } you do have to buy your music.  /', 'qy^d'], ['[ Who, + who ] sponsors you basically, the city? /', 'qy']]",[],"Uhhuh.  And  you do have to buy your music.  Who,  who  sponsors you basically, the city? "
3694-51,,"I know, {F uh, }  /I don't know how your emissions test is on your cars or  anything,  /{C but } [ I know + I think ] [ they, + they ] differ from state to state. /",1074,3694-50,3694-0,"[['I know, {F uh, }  /', '%'], [""I don't know how your emissions test is on your cars or  anything,  /"", 'qy^d'], ['{C but } [ I know + I think ] [ they, + they ] differ from state to state. /', 'sd']]",[],"I know,  uh,  I dont know how your emissions test is on your cars or anything,  but   I know  I think   they,  they  differ from state to state. "
3694-73,,{C And } that's how you got involved. /,1074,3694-72,3694-0,"[[""{C And } that's how you got involved. /"", 'qy^d']]",[], And  thats how you got involved. 
3694-89,,"I've got, - /speaking of noise, you can probably hear my little. -/",1074,3694-88,3694-0,"[[""I've got, - /"", '%'], ['speaking of noise, you can probably hear my little. -/', 'qy^d']]",[],"Ive got,  speaking of noise, you can probably hear my little. "
3694-117,,Worried about [ their -- +,1074,3694-116,3694-0,"[['Worried about [ their -- +', 'qy^d']]",[],Worried about  their  
3747-45,,You don't like Puccini? /,1258,3747-44,3747-0,"[[""You don't like Puccini? /"", 'qy^d']]",[],You dont like Puccini? 
3810-29,,"Yeah,  /yeah,  /that's nice.  /You say have your four year old taking lessons already? /",1253,3810-28,3810-0,"[['Yeah,  /', 'b'], ['yeah,  /', 'b^r'], [""that's nice.  /"", 'ba'], ['You say have your four year old taking lessons already? /', 'qy^d']]",[],"Yeah, yeah, thats nice. You say have your four year old taking lessons already? "
2149-50,,"-- {F uh, } [ very, + very ] recently.  /You don't sound like you're in the north.  /You sound like you're in the south somewhere. /",1106,2149-49,2149-0,"[['-- {F uh, } [ very, + very ] recently.  /', '+'], [""You don't sound like you're in the north.  /"", 'qy^d'], [""You sound like you're in the south somewhere. /"", 'qy^d']]",[],"  uh,   very,  very  recently. You dont sound like youre in the north. You sound like youre in the south somewhere. "
2149-110,,"that's ] real good.  /[ {C And } I, + {C and } I ] bet it gives you a real good feeling --",1106,2149-109,2149-0,"[[""that's ] real good.  /"", '+'], ['[ {C And } I, + {C and } I ] bet it gives you a real good feeling --', 'qy^d']]",[],"thats  real good.   And  I,   and  I  bet it gives you a real good feeling "
2149-180,,"[ {D So, } + {D so } ] I guess our vote is no <laughter>. /",1106,2149-179,2149-0,"[['[ {D So, } + {D so } ] I guess our vote is no <laughter>. /', 'qy^d']]",[],"  So,    so   I guess our vote is no . "
2228-21,,"{C And } I don't know whether that's because they had other opportunities to which they could move, {D you know, } that it was that easy for them to find new work that they [ didn't, + weren't ] stuck to where they were  /{C and } things begin to collapse  /they just moved on. /",1120,2228-20,2228-0,"[[""{C And } I don't know whether that's because they had other opportunities to which they could move, {D you know, } that it was that easy for them to find new work that they [ didn't, + weren't ] stuck to where they were  /"", 'qy^d'], ['{C and } things begin to collapse  /', 'qy^d'], ['they just moved on. /', 'qy^d']]",[]," And  I dont know whether thats because they had other opportunities to which they could move,  you know,  that it was that easy for them to find new work that they  didnt,  werent  stuck to where they were  and  things begin to collapse they just moved on. "
2228-29,,"{D Well, } [ they didn't, + they didn't ] have a since of risk. /",1120,2228-28,2228-0,"[[""{D Well, } [ they didn't, + they didn't ] have a since of risk. /"", 'qy^d']]",[]," Well,   they didnt,  they didnt  have a since of risk. "
2234-50,,"{F Um, } I like Texas, {F um, } not having the state income tax  /{C and } I hope that - /{C because, } {F um, } we've had enough industry here, that, I guess it, - /is that why we don't have - /industry here is able [ to, + to ] fund the state because we have oil here and things,  /{E I mean, } that's what I've always heard.  /Is that, {F um, } -/",1094,2234-49,2234-0,"[['{F Um, } I like Texas, {F um, } not having the state income tax  /', 'sd'], ['{C and } I hope that - /', '%'], [""{C because, } {F um, } we've had enough industry here, that, I guess it, - /"", 'sv'], [""is that why we don't have - /"", 'qy'], ['industry here is able [ to, + to ] fund the state because we have oil here and things,  /', 'qy^d'], [""{E I mean, } that's what I've always heard.  /"", 'sd'], ['Is that, {F um, } -/', '%']]",[]," Um,  I like Texas,  um,  not having the state income tax  and  I hope that   because,   um,  weve had enough industry here, that, I guess it,  is that why we dont have  industry here is able  to,  to  fund the state because we have oil here and things,  I mean,  thats what Ive always heard. Is that,  um,  "
2344-73,,You've read that one before. /,1055,2344-72,2344-0,"[[""You've read that one before. /"", 'qy^d']]",[],Youve read that one before. 
2344-127,,"Right, {F uh, }  /[ I wonder, + I wonder ] if now the people in the Soviet Union don't have ideas very different from that. /",1055,2344-126,2344-0,"[['Right, {F uh, }  /', 'aa'], [""[ I wonder, + I wonder ] if now the people in the Soviet Union don't have ideas very different from that. /"", 'qy^d']]",[],"Right,  uh,   I wonder,  I wonder  if now the people in the Soviet Union dont have ideas very different from that. "
2467-6,,"And, {F uh, } transportation expenses,  /I guess you own a car. /",1117,2467-5,2467-0,"[['And, {F uh, } transportation expenses,  /', 'sd'], ['I guess you own a car. /', 'qy^d']]",[],"And,  uh,  transportation expenses, I guess you own a car. "
2467-52,,They don't even try to keep up with it. /,1117,2467-51,2467-0,"[[""They don't even try to keep up with it. /"", 'qy^d']]",[],They dont even try to keep up with it. 
2467-71,,"Yeah,  /believe me,  /I know there is.  /I lived in Plano,  /{C and } I don't know if you're familiar with Plano -- /",1209,2467-70,2467-0,"[['Yeah,  /', 'aa'], ['believe me,  /', 'ad'], ['I know there is.  /', 'aa'], ['I lived in Plano,  /', 'sd'], [""{C and } I don't know if you're familiar with Plano -- /"", 'qy^d']]",[],"Yeah, believe me, I know there is. I lived in Plano,  and  I dont know if youre familiar with Plano  "
2467-102,,"Legally,",1117,2467-101,2467-0,"[['Legally,', 'qy^d']]",[],"Legally,"
2467-106,,{C And } that includes everyone at T I. /,1117,2467-105,2467-0,"[['{C And } that includes everyone at T I. /', 'qy^d']]",[], And  that includes everyone at T I. 
2610-69,,{C And } you beat on it  /and a metric hammer <laughter>. /,1209,2610-68,2610-0,"[['{C And } you beat on it  /', 'qy^d'], ['and a metric hammer <laughter>. /', 'qy^d']]",[], And  you beat on it and a metric hammer . 
2610-70,,"[ It, + it ] can be annoying  /{C and } my other [ con-, + concern ] is, + is the American government going to force us to go. /",1039,2610-69,2610-0,"[['[ It, + it ] can be annoying  /', 'sv'], ['{C and } my other [ con-, + concern ] is, + is the American government going to force us to go. /', 'qy^d']]",[]," It,  it  can be annoying  and  my other  con,  concern  is,  is the American government going to force us to go. "
2610-73,,"[ {C And, } + {F uh, } {F uh, } {C but } ] automobile races - /if it, - /I don't think they'd ever, - /it's still going to be the Indianapolis Five Hundred.  /They're not going to ... -/",1209,2610-72,2610-0,"[['[ {C And, } + {F uh, } {F uh, } {C but } ] automobile races - /', '%'], ['if it, - /', '%'], [""I don't think they'd ever, - /"", 'sv'], [""it's still going to be the Indianapolis Five Hundred.  /"", 'qy^d'], [""They're not going to ... -/"", 'qy^d']]",[],"  And,    uh,   uh,   but   automobile races  if it,  I dont think theyd ever,  its still going to be the Indianapolis Five Hundred. Theyre not going to ... "
2610-86,,# It's all metric # all ready. /,1039,2610-85,2610-0,"[[""# It's all metric # all ready. /"", 'qy^d']]",[], Its all metric  all ready. 
2662-27,,I don't know if you saw GHOSTS or not. /,1069,2662-26,2662-0,"[[""I don't know if you saw GHOSTS or not. /"", 'qy^d']]",[],I dont know if you saw GHOSTS or not. 
2662-47,,"{D Well, } {D actually, } [ [ [ it starred, + that, ] + that ] + it's ] {D actually } Albert Brooks,  /{C so } it's lot better.  /Mel Brooks you probably know. /",1069,2662-46,2662-0,"[[""{D Well, } {D actually, } [ [ [ it starred, + that, ] + that ] + it's ] {D actually } Albert Brooks,  /"", 'sd'], [""{C so } it's lot better.  /"", 'sv'], ['Mel Brooks you probably know. /', 'qy^d']]",[]," Well,   actually,     it starred,  that,   that   its   actually  Albert Brooks,  so  its lot better. Mel Brooks you probably know. "
2662-52,,Both of them. /,1028,2662-51,2662-0,"[['Both of them. /', 'qy^d']]",[],Both of them. 
2662-55,,"I don't know if you've ever read Jonathan Livingston Seagull,  /{C but } --",1069,2662-54,2662-0,"[[""I don't know if you've ever read Jonathan Livingston Seagull,  /"", 'qy^d'], ['{C but } --', 'sd']]",[],"I dont know if youve ever read Jonathan Livingston Seagull,  but  "
2662-60,,"{F Oh, } yeah.  /And then defend it. /",1028,2662-59,2662-0,"[['{F Oh, } yeah.  /', 'b'], ['And then defend it. /', 'qy^d']]",[]," Oh,  yeah. And then defend it. "
2662-62,,"{D Well, } I guess that's where the title comes from then. /",1028,2662-61,2662-0,"[[""{D Well, } I guess that's where the title comes from then. /"", 'qy^d']]",[]," Well,  I guess thats where the title comes from then. "
2744-38,,"[ I, + I ] wonder whether that's just [ a, + {F uh, } {F uh, } <breathing> a ] part of the system, {D you know, } /",1074,2744-37,2744-0,"[[""[ I, + I ] wonder whether that's just [ a, + {F uh, } {F uh, } <breathing> a ] part of the system, {D you know, } /"", 'qy^d']]",[]," I,  I  wonder whether thats just  a,   uh,   uh,   a  part of the system,  you know,  "
2744-134,,"I don't know if you've ever had too much to do with, {F uh, } {F oh, } especially Asian, Japanese families coming,  /here in Plano we've got, {F uh, } quite a few. /",1074,2744-133,2744-0,"[[""I don't know if you've ever had too much to do with, {F uh, } {F oh, } especially Asian, Japanese families coming,  /"", 'qy^d'], [""here in Plano we've got, {F uh, } quite a few. /"", 'sd']]",[],"I dont know if youve ever had too much to do with,  uh,   oh,  especially Asian, Japanese families coming, here in Plano weve got,  uh,  quite a few. "
2774-30,,"How does the paneling, - /it looks lots better than, - /do you like it better? /",1253,2774-29,2774-0,"[['How does the paneling, - /', 'qw'], ['it looks lots better than, - /', 'qy^d'], ['do you like it better? /', 'qy']]",[],"How does the paneling,  it looks lots better than,  do you like it better? "
2917-90,,"Uh-huh,  /uh-huh <laughter>.  /Clothing, sales. /",1230,2917-89,2917-0,"[['Uh-huh,  /', 'b'], ['uh-huh <laughter>.  /', 'b^r'], ['Clothing, sales. /', 'qy^d']]",[],"Uhhuh, uhhuh . Clothing, sales. "
2950-16,,"[ I think you are, + I think you are ] earlier than we are, as a rule, aren't you?  /[ [ Your, + your, ] + your ] [ s-, + growing Summer ] starts a lot earlier than ours. /",1266,2950-15,2950-0,"[[""[ I think you are, + I think you are ] earlier than we are, as a rule, aren't you?  /"", 'qy^g'], ['[ [ Your, + your, ] + your ] [ s-, + growing Summer ] starts a lot earlier than ours. /', 'qy^d']]",[]," I think you are,  I think you are  earlier than we are, as a rule, arent you?   Your,  your,   your   s,  growing Summer  starts a lot earlier than ours. "
2950-109,,I hope you visited during the winter. /,1043,2950-108,2950-0,"[['I hope you visited during the winter. /', 'qy^d']]",[],I hope you visited during the winter. 
2983-20,,"Right,  /more because of their personalities --",1264,2983-19,2983-0,"[['Right,  /', 'b'], ['more because of their personalities --', 'qy^d']]",[],"Right, more because of their personalities "
2995-48,,"[ Without your, + and without your ] permission. /",1155,2995-47,2995-0,"[['[ Without your, + and without your ] permission. /', 'qy^d']]",[]," Without your,  and without your  permission. "
2995-81,,"Yes,  /yes,  /yes.  /In other words you own your own home. /",1258,2995-80,2995-0,"[['Yes,  /', 'b'], ['yes,  /', 'b^r'], ['yes.  /', 'b^r'], ['In other words you own your own home. /', 'qy^d']]",[],"Yes, yes, yes. In other words you own your own home. "
3014-164,,"{F Um, } {D so } you like to listen to, {F uh, } a lot of music,  /{C or } [ do, + is ] it talk shows. /",1264,3014-163,3014-0,"[['{F Um, } {D so } you like to listen to, {F uh, } a lot of music,  /', 'qy^d'], ['{C or } [ do, + is ] it talk shows. /', 'qrr']]",[]," Um,   so  you like to listen to,  uh,  a lot of music,  or   do,  is  it talk shows. "
3028-8,,Not for the price? /,1013,3028-7,3028-0,"[['Not for the price? /', 'qy^d']]",[],Not for the price? 
3076-88,,"[ Did, + {F um, } did ] you think, - /I know that Texas's last gubernatorial, {F uh, } election probably brought out a lot of voters. /",1264,3076-87,3076-0,"[['[ Did, + {F um, } did ] you think, - /', '%'], [""I know that Texas's last gubernatorial, {F uh, } election probably brought out a lot of voters. /"", 'qy^d']]",[]," Did,   um,  did  you think,  I know that Texass last gubernatorial,  uh,  election probably brought out a lot of voters. "
3076-90,,"[ Did that, + did that ] seem to,  /{C because } [ that re-, + that got ] [ national attention, + national attention, ] I guess, having a woman governor --",1264,3076-89,3076-0,"[['[ Did that, + did that ] seem to,  /', 'qy^d'], ['{C because } [ that re-, + that got ] [ national attention, + national attention, ] I guess, having a woman governor --', 'sv']]",[]," Did that,  did that  seem to,  because   that re,  that got   national attention,  national attention,  I guess, having a woman governor "
3076-145,,-- isn't that too bad.  /We really could use a little positive motivation -- /,1124,3076-144,3076-0,"[[""-- isn't that too bad.  /"", 'qy^d'], ['We really could use a little positive motivation -- /', 'sv']]",[], isnt that too bad. We really could use a little positive motivation  
3151-89,,It's pretty hot down there probably. /,1090,3151-88,3151-0,"[[""It's pretty hot down there probably. /"", 'qy^d']]",[],Its pretty hot down there probably. 
3221-20,,"That's what you do on [ your, +  at least one of your ] machines -- /",1402,3221-19,3221-0,"[[""That's what you do on [ your, +  at least one of your ] machines -- /"", 'qy^d']]",[],"Thats what you do on  your,  at least one of your  machines  "
3383-25,,"{D Well, } [ that was, +",1420,3383-24,3383-0,"[['{D Well, } [ that was, +', 'qy^d']]",[]," Well,   that was, "
3457-57,,"That's right.  /They model  /{C and, } with the dysfunctional families today, I'm sure, [ with a, + as a ] schoolteacher also, you see --",1423,3457-56,3457-0,"[[""That's right.  /"", 'aa'], ['They model  /', 'aa'], [""{C and, } with the dysfunctional families today, I'm sure, [ with a, + as a ] schoolteacher also, you see --"", 'qy^d']]",[],"Thats right. They model  and,  with the dysfunctional families today, Im sure,  with a,  as a  schoolteacher also, you see "
3457-63,,-- all those kinds of problems that they have  /{C and then } you see them magnified in the children. /,1423,3457-62,3457-0,"[['-- all those kinds of problems that they have  /', '+'], ['{C and then } you see them magnified in the children. /', 'qy^d']]",[], all those kinds of problems that they have  and then  you see them magnified in the children. 
3489-37,,"{D Well, } I thought [ I'd, + {D you know, } I'd ] use it as [ a, + an ] escapement type thing.  /I don't know if you're familiar with that operation,  /{C but, } what you do is you just build up the pressure -- /",1425,3489-36,3489-0,"[[""{D Well, } I thought [ I'd, + {D you know, } I'd ] use it as [ a, + an ] escapement type thing.  /"", 'sd'], [""I don't know if you're familiar with that operation,  /"", 'qy^d'], ['{C but, } what you do is you just build up the pressure -- /', 'sd']]",[]," Well,  I thought  Id,   you know,  Id  use it as  a,  an  escapement type thing. I dont know if youre familiar with that operation,  but,  what you do is you just build up the pressure  "
3489-44,,"Yes,  /until you release it. /",1051,3489-43,3489-0,"[['Yes,  /', 'b'], ['until you release it. /', 'qy^d']]",[],"Yes, until you release it. "
3709-7,,They set that up for you. /,1424,3709-6,3709-0,"[['They set that up for you. /', 'qy^d']]",[],They set that up for you. 
3709-29,,"{C But, } {E I mean } it's not pushing it real hard, like, {D you know, } if you tried to make six or something like that. /",1424,3709-28,3709-0,"[[""{C But, } {E I mean } it's not pushing it real hard, like, {D you know, } if you tried to make six or something like that. /"", 'qy^d']]",[]," But,   I mean  its not pushing it real hard, like,  you know,  if you tried to make six or something like that. "
3734-22,,White pants in a bakery. /,1371,3734-21,3734-0,"[['White pants in a bakery. /', 'qy^d']]",[],White pants in a bakery. 
3734-30,,"{F Oh, } Italian I guess. /",1371,3734-29,3734-0,"[['{F Oh, } Italian I guess. /', 'qy^d']]",[]," Oh,  Italian I guess. "
3734-44,,Sweats and. -/,1371,3734-43,3734-0,"[['Sweats and. -/', 'qy^d']]",[],Sweats and. 
3751-11,,I bet you used them all up over Christmas. /,1074,3751-10,3751-0,"[['I bet you used them all up over Christmas. /', 'qy^d']]",[],I bet you used them all up over Christmas. 
3751-69,,You have got that one. /,1074,3751-68,3751-0,"[['You have got that one. /', 'qy^d']]",[],You have got that one. 
3751-86,,"{C So } you probably work with, {F uh, } {F uh, } - /what is the boy from here?  <<Very faint>>.  /You ever work with Davis? /",1378,3751-85,3751-0,"[['{C So } you probably work with, {F uh, } {F uh, } - /', 'qy^d'], ['what is the boy from here?  <<Very faint>>.  /', 't1'], ['You ever work with Davis? /', 'qy']]",[]," So  you probably work with,  uh,   uh,   what is the boy from here? Very faint. You ever work with Davis? "
3751-99,,"Bobby Parker and, {F uh, } -/",1074,3751-98,3751-0,"[['Bobby Parker and, {F uh, } -/', 'qy^d']]",[],"Bobby Parker and,  uh,  "
3770-1,,"{D Well, } I was just wondering if you had had any experience with, {F um, } the care of the elderly. /",1001,3770-0,3770-0,"[['{D Well, } I was just wondering if you had had any experience with, {F um, } the care of the elderly. /', 'qy^d']]",[]," Well,  I was just wondering if you had had any experience with,  um,  the care of the elderly. "
2237-16,,"You almost have,",1108,2237-15,2237-0,"[['You almost have,', 'qy^d']]",[],"You almost have,"
2237-83,,"{F Oh } you have a spring, /",1043,2237-82,2237-0,"[['{F Oh } you have a spring, /', 'qy^d']]",[]," Oh  you have a spring, "
2237-101,,"[ I, + I ] can imagine.  /You all have much trouble up there, with insects  /{C or, } -/",1043,2237-100,2237-0,"[['[ I, + I ] can imagine.  /', 'ba'], ['You all have much trouble up there, with insects  /', 'qy^d'], ['{C or, } -/', '%']]",[]," I,  I  can imagine. You all have much trouble up there, with insects  or,  "
2237-218,,{C But } they roll up. /,1108,2237-217,2237-0,"[['{C But } they roll up. /', 'qy^d']]",[], But  they roll up. 
2237-288,,"It's probably,",1108,2237-287,2237-0,"[[""It's probably,"", 'qy^d']]",[],"Its probably,"
2263-17,,"You'd have a lot of hills [ in that, + down in that ] area. /",1059,2263-16,2263-0,"[[""You'd have a lot of hills [ in that, + down in that ] area. /"", 'qy^d']]",[],"Youd have a lot of hills  in that,  down in that  area. "
2263-79,,Uh-huh.  /{C But } you still backpacked and camped out. /,1059,2263-78,2263-0,"[['Uh-huh.  /', 'b'], ['{C But } you still backpacked and camped out. /', 'qy^d']]",[],Uhhuh.  But  you still backpacked and camped out. 
2263-85,,Yeah.  /I guess you know enough to look where you're walking or sitting --,1059,2263-84,2263-0,"[['Yeah.  /', 'b'], [""I guess you know enough to look where you're walking or sitting --"", 'qy^d']]",[],Yeah. I guess you know enough to look where youre walking or sitting 
2263-87,,"-- or whatever you're doing.  /Yeah.  /Yeah,  /[ I would think, + I would think ] a cave [ would be, + could have ] problems like that, too. /",1059,2263-86,2263-0,"[[""-- or whatever you're doing.  /"", '+'], ['Yeah.  /', 'b'], ['Yeah,  /', 'b^r'], ['[ I would think, + I would think ] a cave [ would be, + could have ] problems like that, too. /', 'qy^d']]",[]," or whatever youre doing. Yeah. Yeah,  I would think,  I would think  a cave  would be,  could have  problems like that, too. "
2323-77,,"{D Well, } it sounds like neither one of us thinks that the Soviet Union is a real threat to the U S. /",1167,2323-76,2323-0,"[['{D Well, } it sounds like neither one of us thinks that the Soviet Union is a real threat to the U S. /', 'qy^d']]",[]," Well,  it sounds like neither one of us thinks that the Soviet Union is a real threat to the U S. "
2340-3,,"{F Oh, } you're right here,  /okay -- /",1106,2340-2,2340-0,"[[""{F Oh, } you're right here,  /"", 'qy^d'], ['okay -- /', '%']]",[]," Oh,  youre right here, okay  "
2340-22,,"Did we, /",1104,2340-21,2340-0,"[['Did we, /', 'qy^d']]",[],"Did we, "
2340-40,,"That's neat.  /Just supervised more or less than anything and security, I guess. /",1104,2340-39,2340-0,"[[""That's neat.  /"", 'ba'], ['Just supervised more or less than anything and security, I guess. /', 'qy^d']]",[],"Thats neat. Just supervised more or less than anything and security, I guess. "
2340-131,,"Bet you were surprised that you said that by mistake.  /Yeah,  /right, /",1106,2340-130,2340-0,"[['Bet you were surprised that you said that by mistake.  /', 'qy^d'], ['Yeah,  /', '%'], ['right, /', '%']]",[],"Bet you were surprised that you said that by mistake. Yeah, right, "
2340-181,,"[ That's gre-, + {D well, } it's wonderful ] in one respect,  /{C but } I don't know if you can afford the insurance,  /yeah. /",1106,2340-180,2340-0,"[[""[ That's gre-, + {D well, } it's wonderful ] in one respect,  /"", 'ba'], [""{C but } I don't know if you can afford the insurance,  /"", 'qy^d'], ['yeah. /', '%']]",[]," Thats gre,   well,  its wonderful  in one respect,  but  I dont know if you can afford the insurance, yeah. "
2934-9,,You're from Virginia? /,1259,2934-8,2934-0,"[[""You're from Virginia? /"", 'qy^d']]",[],Youre from Virginia? 
2934-49,,"{F Oh, } I see,  /[ {C so } you, + {C so } ] [ you don't hav-, + you don't get ] anything off the Gulf, {F uh, } immediately [ from, + from ] the ocean. /",1259,2934-48,2934-0,"[['{F Oh, } I see,  /', 'bk'], [""[ {C so } you, + {C so } ] [ you don't hav-, + you don't get ] anything off the Gulf, {F uh, } immediately [ from, + from ] the ocean. /"", 'qy^d']]",[]," Oh,  I see,   so  you,   so    you dont hav,  you dont get  anything off the Gulf,  uh,  immediately  from,  from  the ocean. "
2934-55,,"{C But } we'll probably have our share of the hurricanes.  /I know, {F uh, } Hurricane Hugo,  /you probably heard about that. /",1259,2934-54,2934-0,"[[""{C But } we'll probably have our share of the hurricanes.  /"", 'sv'], ['I know, {F uh, } Hurricane Hugo,  /', 'sd'], ['you probably heard about that. /', 'qy^d']]",[]," But  well probably have our share of the hurricanes. I know,  uh,  Hurricane Hugo, you probably heard about that. "
2934-74,,"[ There's just hil-, + there's just hills. ] /",1258,2934-73,2934-0,"[[""[ There's just hil-, + there's just hills. ] /"", 'qy^d']]",[]," Theres just hil,  theres just hills.  "
2934-96,,-- you can really see them well there. /,1258,2934-95,2934-0,"[['-- you can really see them well there. /', 'qy^d']]",[], you can really see them well there. 
2942-22,,"{D Well, } that must be helpful. /",1085,2942-21,2942-0,"[['{D Well, } that must be helpful. /', 'qy^d']]",[]," Well,  that must be helpful. "
2942-24,,#  (( That could # be very helpful )) . /,1085,2942-23,2942-0,"[['#  (( That could # be very helpful )) . /', 'qy^d']]",[],  That could  be very helpful  . 
2942-52,,"Right,  /[ you, + you ] don't need any philosophy at all in school.  /Uh-huh.  /{C Or } so-, - /yeah,  /[ [ [ or, + or, ] + or, ] + or ] some other thought provoking area, {D you know. }  /Very true.  /[ We had, + {F uh, } when I went to undergraduate, we had ] {F uh, } - /went to Brandeis,  /don't know if you know of it or not, {F uh, }  /we had, {F uh, } {F uh, } a requirement freshman year of just Humanities.  /Then you were given a choice of, {F um, } {D you know, } - /there were ten or twelve, or whatever, [ fift-, + or fifteen ] different courses that you could take,  /{C but } [ they all centered, + they all came out ] of Philosophy, English, and Literature departments,  /{C and } [ [ they were, + they were, ] + they were ] a set of assigned readings everybody had to read, {D you know } for, - /{C so } the first year Humanities courses everyone had to read the Iliad [ an, + and ] # so  forth, # /",1085,2942-51,2942-0,"[['Right,  /', 'aa'], [""[ you, + you ] don't need any philosophy at all in school.  /"", 'sv'], ['Uh-huh.  /', '%'], ['{C Or } so-, - /', '%'], ['yeah,  /', '%'], ['[ [ [ or, + or, ] + or, ] + or ] some other thought provoking area, {D you know. }  /', 'sv'], ['Very true.  /', 'aa'], ['[ We had, + {F uh, } when I went to undergraduate, we had ] {F uh, } - /', 'sd'], ['went to Brandeis,  /', 'sd'], [""don't know if you know of it or not, {F uh, }  /"", 'qy^d'], ['we had, {F uh, } {F uh, } a requirement freshman year of just Humanities.  /', 'sd'], ['Then you were given a choice of, {F um, } {D you know, } - /', 'sd'], ['there were ten or twelve, or whatever, [ fift-, + or fifteen ] different courses that you could take,  /', 'sd'], ['{C but } [ they all centered, + they all came out ] of Philosophy, English, and Literature departments,  /', 'sd'], ['{C and } [ [ they were, + they were, ] + they were ] a set of assigned readings everybody had to read, {D you know } for, - /', 'sd'], ['{C so } the first year Humanities courses everyone had to read the Iliad [ an, + and ] # so  forth, # /', 'sd']]",[],"Right,  you,  you  dont need any philosophy at all in school. Uhhuh.  Or  so,  yeah,    or,  or,   or,   or  some other thought provoking area,  you know.  Very true.  We had,   uh,  when I went to undergraduate, we had   uh,   went to Brandeis, dont know if you know of it or not,  uh,  we had,  uh,   uh,  a requirement freshman year of just Humanities. Then you were given a choice of,  um,   you know,   there were ten or twelve, or whatever,  fift,  or fifteen  different courses that you could take,  but   they all centered,  they all came out  of Philosophy, English, and Literature departments,  and    they were,  they were,   they were  a set of assigned readings everybody had to read,  you know  for,   so  the first year Humanities courses everyone had to read the Iliad  an,  and   so forth,  "
3009-1,,"{D Well, } I take it since you selected this topic that you have children. /",1120,3009-0,3009-0,"[['{D Well, } I take it since you selected this topic that you have children. /', 'qy^d']]",[]," Well,  I take it since you selected this topic that you have children. "
